cohort,model,method,n_repeats,calibrated_brier_mean,calibrated_brier_sd,calibrated_brier_ci95_lower,calibrated_brier_ci95_upper,calibrated_log_loss_mean,calibrated_log_loss_sd,calibrated_log_loss_ci95_lower,calibrated_log_loss_ci95_upper,calibrated_ece_5_mean,calibrated_ece_5_sd,calibrated_ece_5_ci95_lower,calibrated_ece_5_ci95_upper,calibrated_ece_10_mean,calibrated_ece_10_sd,calibrated_ece_10_ci95_lower,calibrated_ece_10_ci95_upper,brier_improvement_mean,brier_improvement_sd,brier_improvement_ci95_lower,brier_improvement_ci95_upper,log_loss_improvement_mean,log_loss_improvement_sd,log_loss_improvement_ci95_lower,log_loss_improvement_ci95_upper,ece_5_improvement_mean,ece_5_improvement_sd,ece_5_improvement_ci95_lower,ece_5_improvement_ci95_upper,ece_10_improvement_mean,ece_10_improvement_sd,ece_10_improvement_ci95_lower,ece_10_improvement_ci95_upper,n_samples,positive_rate,brier_improved_fraction,ece_5_improved_fraction
child,knn,beta,10,0.05943047,0.00400928,0.05656241,0.06229854,0.24339275,0.07168521,0.19211224,0.29467326,0.01938507,0.00524857,0.01563046,0.02313967,0.02795162,0.00845998,0.02189971,0.03400352,0.00967297,0.00148351,0.00861173,0.01073421,0.21724577,0.09327704,0.15051939,0.28397214,0.04268390,0.00475313,0.03928371,0.04608409,0.03646218,0.00727019,0.03126140,0.04166296,290,0.48275862,1.00000000,1.00000000
child,nb,platt,10,0.15549165,0.00707098,0.15043338,0.16054993,0.49439608,0.01762891,0.48178512,0.50700704,0.07683684,0.01438624,0.06654555,0.08712813,0.08945099,0.02014153,0.07504261,0.10385938,0.01732749,0.00977048,0.01033811,0.02431688,2.25007457,0.29672539,2.03781001,2.46233913,0.08305259,0.02209211,0.06724885,0.09885633,0.07296866,0.03192934,0.05012778,0.09580953,290,0.48275862,1.00000000,1.00000000
child,nb,temperature,10,0.15692886,0.00708733,0.15185889,0.16199884,0.49604771,0.01793080,0.48322079,0.50887463,0.07251541,0.01266987,0.06345193,0.08157890,0.08210251,0.01994256,0.06783646,0.09636855,0.01589029,0.00933328,0.00921366,0.02256691,2.24842294,0.29663788,2.03622098,2.46062490,0.08737402,0.01834863,0.07424820,0.10049984,0.08031714,0.02765102,0.06053680,0.10009749,290,0.48275862,1.00000000,1.00000000
child,nb,histbin,10,0.15708845,0.01069571,0.14943720,0.16473970,0.96540610,0.22759556,0.80259405,1.12821816,0.04162301,0.01514339,0.03079008,0.05245594,0.05369449,0.01380105,0.04382182,0.06356717,0.01573070,0.00618893,0.01130341,0.02015799,1.77906455,0.33689372,1.53806529,2.02006380,0.11826642,0.01990786,0.10402519,0.13250764,0.10872515,0.02196552,0.09301197,0.12443834,290,0.48275862,1.00000000,1.00000000
child,nb,isotonic,10,0.14875814,0.00849788,0.14267913,0.15483716,0.47343028,0.01998010,0.45913738,0.48772319,0.03117077,0.01041268,0.02372199,0.03861955,0.04756866,0.02287267,0.03120654,0.06393079,0.02406101,0.00828007,0.01813780,0.02998421,2.27104037,0.29971727,2.05663554,2.48544519,0.12871866,0.01949523,0.11477262,0.14266471,0.11485098,0.03104747,0.09264096,0.13706101,290,0.48275862,1.00000000,1.00000000
child,nb,beta,10,0.15442596,0.00698256,0.14943094,0.15942098,0.49185880,0.01808684,0.47892026,0.50479735,0.07991033,0.01536806,0.06891669,0.09090398,0.09435657,0.02493151,0.07652165,0.11219150,0.01839319,0.01012862,0.01114761,0.02563876,2.25261184,0.29684317,2.04026304,2.46496065,0.07997910,0.02445587,0.06248442,0.09747377,0.06806308,0.03482348,0.04315186,0.09297430,290,0.48275862,1.00000000,1.00000000
child,rf,platt,10,0.04507016,0.00474167,0.04167817,0.04846215,0.14373880,0.01270182,0.13465247,0.15282514,0.01763043,0.00561247,0.01361552,0.02164535,0.03183306,0.00834772,0.02586146,0.03780466,0.04404710,0.00377989,0.04134314,0.04675107,0.17708064,0.01025246,0.16974647,0.18441481,0.14231753,0.00919949,0.13573662,0.14889845,0.15903320,0.01166106,0.15069139,0.16737502,290,0.48275862,1.00000000,1.00000000
child,rf,temperature,10,0.04518225,0.00431149,0.04209800,0.04826650,0.14449246,0.01221939,0.13575123,0.15323368,0.01537846,0.00585948,0.01118684,0.01957009,0.03168401,0.00985258,0.02463590,0.03873213,0.04393502,0.00316331,0.04167212,0.04619791,0.17632698,0.00945403,0.16956398,0.18308999,0.14456950,0.00809040,0.13878197,0.15035702,0.15918226,0.01280055,0.15002530,0.16833922,290,0.48275862,1.00000000,1.00000000
child,rf,histbin,10,0.04904866,0.00472671,0.04566738,0.05242995,0.21307477,0.09796909,0.14299191,0.28315763,0.01998468,0.00847418,0.01392261,0.02604674,0.03101227,0.00955819,0.02417475,0.03784979,0.04006860,0.00407699,0.03715210,0.04298510,0.10774467,0.09597952,0.03908506,0.17640429,0.13996328,0.01187094,0.13147133,0.14845524,0.15985400,0.01342495,0.15025037,0.16945763,290,0.48275862,1.00000000,1.00000000
child,rf,isotonic,10,0.04747106,0.00482460,0.04401974,0.05092237,0.22635139,0.10208910,0.15332125,0.29938154,0.02201243,0.00837701,0.01601988,0.02800498,0.03565934,0.00854470,0.02954683,0.04177185,0.04164620,0.00396843,0.03880736,0.04448505,0.09446805,0.10019314,0.02279419,0.16614190,0.13793553,0.01340232,0.12834809,0.14752297,0.15520692,0.01524810,0.14429909,0.16611475,290,0.48275862,1.00000000,1.00000000
child,rf,beta,10,0.04520722,0.00472321,0.04182843,0.04858600,0.14436869,0.01298220,0.13508178,0.15365559,0.01765784,0.00549965,0.01372363,0.02159205,0.03283986,0.00939625,0.02611819,0.03956153,0.04391005,0.00383963,0.04116334,0.04665675,0.17645075,0.01057755,0.16888402,0.18401748,0.14229012,0.00952108,0.13547915,0.14910110,0.15802641,0.01111350,0.15007629,0.16597653,290,0.48275862,1.00000000,1.00000000
child,svm,platt,10,0.02399147,0.00389304,0.02120656,0.02677638,0.07923608,0.01319640,0.06979594,0.08867621,0.01498533,0.00650382,0.01033278,0.01963789,0.02329304,0.00546424,0.01938416,0.02720192,0.05833421,0.00274036,0.05637387,0.06029454,0.23394950,0.01066137,0.22632281,0.24157618,0.17637171,0.00855787,0.17024978,0.18249364,0.19891605,0.01017646,0.19163625,0.20619586,290,0.48275862,1.00000000,1.00000000
child,svm,temperature,10,0.02465775,0.00408209,0.02173759,0.02757790,0.08064936,0.01252330,0.07169073,0.08960799,0.01407214,0.00508663,0.01043338,0.01771090,0.02072284,0.00625892,0.01624548,0.02520020,0.05766793,0.00300715,0.05551674,0.05981911,0.23253621,0.01020964,0.22523267,0.23983975,0.17728490,0.01101003,0.16940880,0.18516100,0.20148625,0.01104927,0.19358208,0.20939043,290,0.48275862,1.00000000,1.00000000
child,svm,histbin,10,0.02842385,0.00426670,0.02537163,0.03147606,0.09969212,0.04029276,0.07086841,0.12851582,0.01789032,0.00596619,0.01362237,0.02215827,0.02203485,0.00663075,0.01729150,0.02677821,0.05390183,0.00386896,0.05113414,0.05666952,0.21349345,0.03856845,0.18590324,0.24108366,0.17346672,0.01189588,0.16495692,0.18197652,0.20017424,0.00996927,0.19304266,0.20730583,290,0.48275862,1.00000000,1.00000000
child,svm,isotonic,10,0.02582218,0.00418884,0.02282567,0.02881870,0.25966458,0.19043609,0.12343481,0.39589435,0.01594163,0.00730572,0.01071543,0.02116783,0.02156003,0.00826042,0.01565089,0.02746918,0.05650349,0.00331726,0.05413046,0.05887652,0.05352099,0.18926460,-0.08187075,0.18891273,0.17541541,0.01246393,0.16649926,0.18433157,0.20064906,0.01218452,0.19193278,0.20936534,290,0.48275862,1.00000000,1.00000000
child,svm,beta,10,0.02407087,0.00385144,0.02131572,0.02682603,0.07933732,0.01300681,0.07003281,0.08864182,0.01525862,0.00699368,0.01025564,0.02026160,0.02280558,0.00568265,0.01874046,0.02687070,0.05825480,0.00272175,0.05630778,0.06020182,0.23384826,0.01048416,0.22634834,0.24134817,0.17609842,0.00888066,0.16974557,0.18245126,0.19940352,0.01042507,0.19194587,0.20686116,290,0.48275862,1.00000000,1.00000000
child,xgb,platt,10,0.02764934,0.00364263,0.02504356,0.03025512,0.09532607,0.01161656,0.08701609,0.10363606,0.01460406,0.00508423,0.01096702,0.01824110,0.02050158,0.00478661,0.01707745,0.02392572,0.00340249,0.00222266,0.00181249,0.00499249,0.01891332,0.00739341,0.01362439,0.02420225,0.02708264,0.00662611,0.02234261,0.03182268,0.02452428,0.00627276,0.02003701,0.02901154,290,0.48275862,0.90000000,1.00000000
child,xgb,temperature,10,0.02766187,0.00376848,0.02496606,0.03035767,0.09621603,0.01192764,0.08768351,0.10474855,0.01799824,0.00535259,0.01416922,0.02182725,0.02371591,0.00484326,0.02025125,0.02718057,0.00338997,0.00147274,0.00233643,0.00444350,0.01802336,0.00637908,0.01346004,0.02258668,0.02368847,0.00779455,0.01811258,0.02926435,0.02130995,0.00641198,0.01672310,0.02589681,290,0.48275862,1.00000000,1.00000000
child,xgb,histbin,10,0.03557752,0.00684552,0.03068054,0.04047451,0.48507491,0.24825531,0.30748376,0.66266606,0.02362313,0.00742406,0.01831228,0.02893398,0.03304854,0.00966614,0.02613380,0.03996328,-0.00452569,0.00540030,-0.00838883,-0.00066255,-0.37083551,0.24657452,-0.54722430,-0.19444673,0.01806357,0.00996899,0.01093218,0.02519496,0.01197732,0.01205871,0.00335104,0.02060360,290,0.48275862,0.10000000,1.00000000
child,xgb,isotonic,10,0.03024413,0.00458667,0.02696302,0.03352523,0.28594015,0.11623019,0.20279409,0.36908622,0.01735593,0.00709527,0.01228028,0.02243157,0.02987213,0.00665708,0.02510995,0.03463432,0.00080771,0.00284963,-0.00123080,0.00284621,-0.17170076,0.11358138,-0.25295198,-0.09044954,0.02433078,0.01016414,0.01705979,0.03160177,0.01515373,0.00923599,0.00854670,0.02176076,290,0.48275862,0.60000000,1.00000000
child,xgb,beta,10,0.02795721,0.00396300,0.02512225,0.03079217,0.09890201,0.01208061,0.09026006,0.10754396,0.01388942,0.00651943,0.00922570,0.01855314,0.02048510,0.00616923,0.01607189,0.02489830,0.00309462,0.00232000,0.00143499,0.00475425,0.01533738,0.00752526,0.00995413,0.02072063,0.02779728,0.00911420,0.02127738,0.03431718,0.02454076,0.00720444,0.01938702,0.02969451,290,0.48275862,0.90000000,1.00000000
child,adaboost,platt,10,0.05345946,0.00408553,0.05053684,0.05638207,0.16763125,0.01128663,0.15955728,0.17570521,0.02425516,0.00981081,0.01723693,0.03127339,0.03014295,0.00935197,0.02345295,0.03683295,0.07856715,0.00360741,0.07598657,0.08114773,0.27322605,0.01012964,0.26597974,0.28047236,0.21172985,0.01186245,0.20324397,0.22021574,0.22169248,0.01205710,0.21306735,0.23031762,290,0.48275862,1.00000000,1.00000000
